SampleID Num_reads Num_R1 Num_R2 Num_Paired Num_MateMapped Num_Singletons Num_MateMappedDiffChr Coverage_depth
WISC_10	1701598	849687	851911	1129410	1508412	48524	365956	3.43914
WISC_1	2195712	1096664	1099048	1474246	1965660	51105	475460	3.97029
WISC_2	2641057	1318421	1322636	1693418	2332358	68318	619322	4.14456
WISC_4	2182824	1090394	1092430	1465306	1952332	50939	471584	3.97681
WISC_5	2291274	1143869	1147405	1469036	2012564	60616	526384	3.88257
WISC_6	2475531	1235929	1239602	1613694	2199340	60451	567692	4.12362
WISC_7	2141624	1069546	1072078	1390948	1896516	55889	489464	3.77887
WISC_8	3062183	1528149	1534034	1984412	2698030	79546	690344	4.51343
WISC_9	2009254	1003674	1005580	1318768	1774992	52202	441416	3.62646
